2019-01-01,180
2019-01-02,180
2019-01-03,180
2019-01-04,180
2019-01-05,180
2019-01-06,180
2019-01-07,180
2019-01-08,180
2019-01-09,180
2019-01-10,180
2019-01-11,180
2019-01-12,180
2019-01-13,180
2019-01-14,180
2019-01-15,180
2019-01-16,180
2019-01-17,180
2019-01-18,180
2019-01-19,180
2019-01-20,180
2019-01-21,180
2019-01-22,180
2019-01-23,180
2019-01-24,180
2019-01-25,180
2019-01-26,180
2019-01-27,180
2019-01-28,180
2019-01-29,180
2019-01-30,180
2019-01-31,180
2019-02-01,176
2019-02-02,176
2019-02-03,176
2019-02-04,176
2019-02-05,176
2019-02-06,176
2019-02-07,176
2019-02-08,176
2019-02-09,176
2019-02-10,176
2019-02-11,176
2019-02-12,176
2019-02-13,176
2019-02-14,176
2019-02-15,176
2019-02-16,176
2019-02-17,176
2019-02-18,176
2019-02-19,176
2019-02-20,176
2019-02-21,176
2019-02-22,176
2019-02-23,176
2019-02-24,176
2019-02-25,176
2019-02-26,176
2019-02-27,176
2019-02-28,176
2019-03-01,172
2019-03-02,172
2019-03-03,172
2019-03-04,172
2019-03-05,172
2019-03-06,172
2019-03-07,172
2019-03-08,172
2019-03-09,172
2019-03-10,172
2019-03-11,172
2019-03-12,172
2019-03-13,172
2019-03-14,172
2019-03-15,172
2019-03-16,172
2019-03-17,172
2019-03-18,172
2019-03-19,172
2019-03-20,172
2019-03-21,172
2019-03-22,172
2019-03-23,172
2019-03-24,172
2019-03-25,172
2019-03-26,172
2019-03-27,172
2019-03-28,172
2019-03-29,172
2019-03-30,172
2019-03-31,172
2019-04-01,169
2019-04-02,169
2019-04-03,169
2019-04-04,169
2019-04-05,169
2019-04-06,169
2019-04-07,169
2019-04-08,169
2019-04-09,169
2019-04-10,169
2019-04-11,169
2019-04-12,169
2019-04-13,169
2019-04-14,169
2019-04-15,169
2019-04-16,169
2019-04-17,169
2019-04-18,169
2019-04-19,169
2019-04-20,169
2019-04-21,169
2019-04-22,169
2019-04-23,169
2019-04-24,169
2019-04-25,169
2019-04-26,169
2019-04-27,169
2019-04-28,169
2019-04-29,169
2019-04-30,169
2019-05-01,167
2019-05-02,167
2019-05-03,167
2019-05-04,167
2019-05-05,167
2019-05-06,167
2019-05-07,167
2019-05-08,167
2019-05-09,167
2019-05-10,167
2019-05-11,167
2019-05-12,167
2019-05-13,167
2019-05-14,167
2019-05-15,167
2019-05-16,167
2019-05-17,167
2019-05-18,167
2019-05-19,167
2019-05-20,167
2019-05-21,167
2019-05-22,167
2019-05-23,167
2019-05-24,167
2019-05-25,167
2019-05-26,167
2019-05-27,167
2019-05-28,167
2019-05-29,167
2019-05-30,167
2019-05-31,167
2019-06-01,165
2019-06-02,165
2019-06-03,165
2019-06-04,165
2019-06-05,165
2019-06-06,165
2019-06-07,165
2019-06-08,165
2019-06-09,165
2019-06-10,165
2019-06-11,165
2019-06-12,165
2019-06-13,165
2019-06-14,165
2019-06-15,165
2019-06-16,165
2019-06-17,165
2019-06-18,165
2019-06-19,165
2019-06-20,165
2019-06-21,165
2019-06-22,165
2019-06-23,165
2019-06-24,165
2019-06-25,165
2019-06-26,165
2019-06-27,165
2019-06-28,165
2019-06-29,165
2019-06-30,165
2019-07-01,165
2019-07-02,165
2019-07-03,165
2019-07-04,165
2019-07-05,165
2019-07-06,165
2019-07-07,165
2019-07-08,165
2019-07-09,165
